Employee_ID,First_Name,Last_Name,Age,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region
emp1075,heidi,johnson,25,inactive,2024-10-13,112414.91,heidi.johnson@example.com,,4.0,False,hr,california
emp1076,david,brown,40,inactive,2022-09-21,52031.74,david.brown@example.com,,4.0,True,admin,california
emp1077,grace,brown,30,pending,2022-12-29,51887.65,grace.brown@example.com,,4.0,False,finance,new york
emp1078,alice,davis,25,active,2024-11-10,82318.89,alice.davis@example.com,,4.0,True,devops,florida
emp1079,grace,brown,35,inactive,2021-11-22,103286.08,grace.brown@example.com,,3.0,False,admin,florida
emp1080,grace,davis,35,active,2024-03-14,87759.33,grace.davis@example.com,,3.0,False,cloud tech,florida
emp1081,frank,brown,30,pending,2020-03-23,102796.32,frank.brown@example.com,,4.0,False,devops,texas
emp1082,david,jones,25,active,2020-09-15,83149.27,david.jones@example.com,,4.0,True,sales,new york
emp1083,david,garcia,40,inactive,2020-12-09,92412.49,david.garcia@example.com,,5.0,True,devops,california
emp1084,bob,davis,30,pending,2020-02-22,115022.1,bob.davis@example.com,,4.0,False,hr,texas
emp1085,grace,williams,40,active,2023-04-27,98343.01,grace.williams@example.com,,4.0,False,devops,new york
emp1086,bob,miller,35,active,2024-06-18,118869.1,bob.miller@example.com,,5.0,True,devops,illinois
emp1087,frank,smith,32,inactive,2020-05-21,85417.26,frank.smith@example.com,,4.0,True,finance,nevada
emp1088,grace,brown,40,inactive,2023-07-25,112410.25,grace.brown@example.com,,4.0,True,cloud tech,florida
emp1089,charlie,johnson,40,pending,2023-08-25,68905.77,charlie.johnson@example.com,,3.0,False,admin,nevada
emp1090,heidi,garcia,40,pending,2021-07-03,72561.32,heidi.garcia@example.com,,5.0,True,finance,nevada
emp1091,bob,brown,35,inactive,2023-03-13,92723.22,bob.brown@example.com,,5.0,True,finance,new york
emp1092,alice,johnson,40,inactive,2021-03-10,74837.75,alice.johnson@example.com,,4.0,False,hr,new york
emp1093,eva,miller,32,pending,2020-01-21,86163.91,eva.miller@example.com,,3.0,True,devops,california
emp1094,david,miller,40,active,2023-11-15,83326.52,david.miller@example.com,,3.0,True,finance,illinois
emp1095,heidi,miller,25,active,2022-04-08,98425.1,heidi.miller@example.com,,3.0,True,cloud tech,california
emp1096,frank,johnson,40,inactive,2022-05-21,119764.2,frank.johnson@example.com,,3.0,False,sales,illinois
emp1097,frank,brown,40,inactive,2021-04-17,58445.91,frank.brown@example.com,,5.0,False,hr,california
emp1098,bob,miller,32,active,2021-03-19,101702.33,bob.miller@example.com,,5.0,False,devops,new york
emp1099,eva,jones,25,active,2022-01-09,85547.87,eva.jones@example.com,,4.0,False,admin,california
emp1100,charlie,davis,35,pending,2021-08-21,98819.22,charlie.davis@example.com,,4.0,False,cloud tech,texas
emp1101,heidi,johnson,25,inactive,2022-08-19,83509.99,heidi.johnson@example.com,,3.0,False,cloud tech,illinois
emp1102,alice,johnson,35,active,2022-03-31,84422.26,alice.johnson@example.com,,3.0,False,finance,texas
emp1103,alice,brown,30,inactive,2020-06-23,119574.27,alice.brown@example.com,,3.0,True,admin,illinois
emp1104,grace,johnson,32,active,2024-05-07,86580.08,grace.johnson@example.com,,4.0,True,sales,illinois
emp1105,heidi,johnson,35,inactive,2023-03-10,93471.91,heidi.johnson@example.com,,4.0,False,sales,florida
emp1106,bob,miller,30,inactive,2023-09-14,55683.12,bob.miller@example.com,,4.0,True,devops,new york
emp1107,bob,brown,30,inactive,2023-11-12,91566.78,bob.brown@example.com,,4.0,True,cloud tech,florida
emp1108,david,miller,35,pending,2024-10-26,81782.19,david.miller@example.com,,4.0,False,devops,california
emp1109,eva,davis,32,inactive,2020-08-23,88119.37,eva.davis@example.com,,4.0,True,devops,new york
emp1110,eva,garcia,30,active,2024-06-11,71532.83,eva.garcia@example.com,,4.0,True,cloud tech,texas
emp1111,eva,davis,40,pending,2021-09-14,98981.36,eva.davis@example.com,,4.0,True,cloud tech,florida
emp1112,heidi,garcia,40,active,2024-12-26,80242.01,heidi.garcia@example.com,,4.0,True,cloud tech,illinois
emp1113,eva,miller,25,pending,2024-09-08,110236.18,eva.miller@example.com,,3.0,True,cloud tech,new york
emp1114,alice,davis,35,active,2022-08-21,86327.47,alice.davis@example.com,,3.0,False,sales,texas
emp1115,eva,brown,30,pending,2024-07-25,84420.81,eva.brown@example.com,,3.0,False,sales,florida
emp1116,frank,smith,40,pending,2020-08-02,110041.32,frank.smith@example.com,,3.0,False,hr,california
emp1117,heidi,miller,35,pending,2020-03-16,81837.81,heidi.miller@example.com,,4.0,True,devops,florida
emp1118,frank,garcia,25,active,2023-09-08,110855.72,frank.garcia@example.com,,4.0,False,finance,illinois
emp1119,alice,jones,30,pending,2024-03-29,84894.52,alice.jones@example.com,,5.0,True,sales,california
emp1120,alice,garcia,30,active,2021-08-12,80668.13,alice.garcia@example.com,,4.0,True,hr,illinois
emp1121,bob,jones,25,active,2023-12-24,61086.47,bob.jones@example.com,,5.0,True,devops,illinois
emp1122,grace,johnson,25,inactive,2020-08-28,95339.68,grace.johnson@example.com,,4.0,True,admin,texas
emp1123,eva,davis,32,inactive,2024-09-05,83774.97,eva.davis@example.com,,3.0,False,devops,california
emp1124,heidi,jones,32,active,2023-05-12,85576.86,heidi.jones@example.com,,4.0,False,admin,florida
emp1125,bob,garcia,35,pending,2021-07-01,107438.46,bob.garcia@example.com,,4.0,True,finance,california
emp1126,eva,johnson,32,inactive,2024-11-07,60401.68,eva.johnson@example.com,,3.0,False,sales,nevada
emp1127,frank,smith,35,inactive,2022-07-21,115299.66,frank.smith@example.com,,4.0,True,sales,illinois
emp1128,david,brown,32,inactive,2020-03-30,72272.34,david.brown@example.com,,3.0,False,finance,new york
emp1129,grace,brown,40,active,2022-10-11,117537.71,grace.brown@example.com,,5.0,False,devops,nevada
emp1130,frank,brown,25,pending,2022-07-24,51074.33,frank.brown@example.com,,5.0,True,finance,texas
emp1131,charlie,jones,25,inactive,2023-06-30,98489.32,charlie.jones@example.com,,5.0,False,finance,california
emp1132,frank,smith,32,pending,2024-01-11,112120.71,frank.smith@example.com,,4.0,True,finance,california
emp1133,alice,jones,32,pending,2023-11-02,114465.04,alice.jones@example.com,,4.0,False,cloud tech,new york
emp1134,bob,davis,40,pending,2024-11-22,57035.51,bob.davis@example.com,,4.0,True,cloud tech,nevada
emp1135,eva,jones,25,active,2021-08-23,75092.43,eva.jones@example.com,,5.0,True,cloud tech,california
emp1136,david,smith,32,pending,2024-06-11,62603.98,david.smith@example.com,,4.0,False,finance,illinois
emp1137,grace,smith,32,inactive,2023-04-09,60018.24,grace.smith@example.com,,5.0,False,devops,new york
emp1138,eva,davis,40,active,2024-07-05,82567.73,eva.davis@example.com,,4.0,True,hr,nevada
emp1139,charlie,smith,25,pending,2021-09-04,94725.71,charlie.smith@example.com,,4.0,False,finance,california
emp1140,eva,garcia,40,inactive,2024-10-13,83824.56,eva.garcia@example.com,,4.0,False,hr,new york
emp1141,frank,smith,32,inactive,2020-02-14,118456.11,frank.smith@example.com,,5.0,True,hr,nevada
emp1142,eva,brown,25,pending,2020-04-10,113743.19,eva.brown@example.com,,4.0,True,sales,nevada
emp1143,eva,garcia,30,active,2023-07-27,63309.24,eva.garcia@example.com,,4.0,False,sales,california
emp1144,charlie,garcia,25,active,2021-09-24,105202.73,charlie.garcia@example.com,,5.0,True,devops,nevada
emp1145,frank,davis,30,inactive,2024-03-10,79085.22,frank.davis@example.com,,4.0,True,cloud tech,california
emp1146,frank,williams,32,active,2021-06-10,113983.43,frank.williams@example.com,,5.0,True,sales,california
emp1147,eva,williams,35,active,2020-10-15,102790.6,eva.williams@example.com,,4.0,False,cloud tech,florida
emp1148,grace,smith,32,inactive,2020-01-29,68512.1,grace.smith@example.com,,3.0,False,hr,texas
emp1149,frank,garcia,35,pending,2022-01-30,57584.23,frank.garcia@example.com,,3.0,True,sales,florida
emp1150,alice,williams,32,pending,2021-03-29,95335.67,alice.williams@example.com,,4.0,False,sales,california
emp1151,heidi,williams,35,active,2020-10-13,53174.28,heidi.williams@example.com,,3.0,True,devops,florida
emp1152,heidi,smith,25,pending,2020-10-04,77205.21,heidi.smith@example.com,,3.0,False,cloud tech,new york
emp1153,grace,williams,32,active,2024-12-18,79041.92,grace.williams@example.com,,3.0,True,devops,nevada
emp1154,heidi,jones,32,active,2023-11-14,75937.1,heidi.jones@example.com,,5.0,True,finance,california
emp1155,david,johnson,35,inactive,2023-01-20,113118.73,david.johnson@example.com,,3.0,False,cloud tech,nevada
emp1156,alice,davis,40,active,2024-10-02,107693.38,alice.davis@example.com,,3.0,True,hr,new york
emp1157,david,johnson,32,inactive,2021-05-13,119217.46,david.johnson@example.com,,4.0,False,cloud tech,texas
emp1158,david,smith,25,pending,2021-03-18,106913.71,david.smith@example.com,,3.0,False,sales,new york
emp1159,charlie,brown,32,active,2020-09-23,87815.08,charlie.brown@example.com,,3.0,True,cloud tech,california
emp1160,bob,davis,25,inactive,2024-06-05,105190.21,bob.davis@example.com,,4.0,True,admin,texas
emp1161,alice,smith,30,active,2024-02-28,79467.24,alice.smith@example.com,,4.0,False,hr,texas
emp1162,bob,garcia,40,pending,2023-04-30,57633.78,bob.garcia@example.com,,4.0,True,finance,california
emp1163,alice,brown,32,pending,2020-03-04,54257.78,alice.brown@example.com,,4.0,True,hr,texas
emp1164,grace,johnson,40,inactive,2023-12-29,113679.06,grace.johnson@example.com,,4.0,True,devops,texas
emp1165,bob,smith,35,active,2020-09-15,69251.12,bob.smith@example.com,,4.0,True,sales,new york
emp1166,frank,garcia,40,inactive,2022-07-18,85388.58,frank.garcia@example.com,,4.0,True,sales,illinois
emp1167,bob,davis,32,inactive,2022-07-13,112166.37,bob.davis@example.com,,5.0,False,devops,new york
emp1168,heidi,davis,40,active,2021-10-02,79873.48,heidi.davis@example.com,,3.0,False,finance,nevada
emp1169,frank,miller,30,active,2020-07-05,108224.03,frank.miller@example.com,,4.0,True,devops,florida
emp1170,bob,garcia,35,active,2023-04-16,116963.72,bob.garcia@example.com,,3.0,True,admin,illinois
emp1171,bob,jones,40,inactive,2024-11-12,114109.06,bob.jones@example.com,,3.0,True,hr,nevada
emp1172,eva,williams,32,active,2023-03-29,85518.88,eva.williams@example.com,,5.0,False,hr,california
emp1173,heidi,brown,30,pending,2022-01-22,58041.97,heidi.brown@example.com,,4.0,True,cloud tech,california
emp1174,david,garcia,40,pending,2023-10-14,94988.94,david.garcia@example.com,,4.0,False,sales,illinois
emp1175,eva,miller,25,pending,2024-04-10,71628.93,eva.miller@example.com,,5.0,False,admin,california
emp1176,alice,williams,30,pending,2022-03-31,54870.98,alice.williams@example.com,,4.0,False,admin,illinois
emp1177,alice,williams,25,active,2022-02-09,79388.27,alice.williams@example.com,,3.0,True,devops,illinois
emp1178,frank,smith,35,pending,2023-05-06,55946.99,frank.smith@example.com,,3.0,False,devops,california
emp1179,charlie,williams,32,active,2021-07-11,81017.91,charlie.williams@example.com,,5.0,True,cloud tech,nevada
emp1180,heidi,jones,40,pending,2020-08-21,74162.1,heidi.jones@example.com,,5.0,False,hr,new york
emp1181,heidi,davis,32,active,2021-03-27,77668.44,heidi.davis@example.com,,4.0,True,devops,california
emp1182,alice,miller,30,active,2024-04-14,67886.37,alice.miller@example.com,,4.0,False,hr,new york
emp1183,alice,williams,40,active,2020-09-21,76614.52,alice.williams@example.com,,4.0,True,devops,florida
emp1184,frank,smith,25,active,2022-06-12,51311.91,frank.smith@example.com,,5.0,False,finance,nevada
emp1185,frank,jones,32,inactive,2023-12-24,94809.92,frank.jones@example.com,,4.0,True,finance,illinois
emp1186,grace,johnson,25,pending,2022-07-31,108241.81,grace.johnson@example.com,,5.0,True,hr,new york
emp1187,bob,davis,40,inactive,2023-04-21,78031.49,bob.davis@example.com,,4.0,True,cloud tech,new york
emp1188,eva,davis,35,active,2020-06-05,85733.83,eva.davis@example.com,,5.0,True,admin,california
emp1189,david,miller,35,pending,2024-07-27,60338.29,david.miller@example.com,,5.0,False,hr,nevada
emp1190,eva,davis,30,active,2024-04-05,103140.67,eva.davis@example.com,,5.0,False,admin,illinois
emp1191,heidi,williams,40,inactive,2023-10-26,114690.8,heidi.williams@example.com,,4.0,True,sales,illinois
emp1192,frank,smith,35,active,2022-08-18,80954.56,frank.smith@example.com,,4.0,False,admin,florida
emp1193,eva,davis,32,pending,2020-05-31,71728.55,eva.davis@example.com,,4.0,True,cloud tech,california
emp1194,alice,davis,35,pending,2024-11-04,118415.8,alice.davis@example.com,,4.0,True,hr,texas
emp1195,grace,johnson,40,pending,2020-03-25,81481.36,grace.johnson@example.com,,5.0,False,sales,illinois
emp1196,david,johnson,35,pending,2020-11-04,117040.57,david.johnson@example.com,,4.0,True,sales,florida
emp1197,frank,brown,25,active,2020-03-21,67342.06,frank.brown@example.com,,4.0,True,sales,nevada
emp1198,heidi,jones,32,active,2022-01-15,76099.64,heidi.jones@example.com,,5.0,False,sales,illinois
emp1199,grace,williams,35,active,2024-06-04,94162.06,grace.williams@example.com,,3.0,True,devops,illinois
emp1200,frank,davis,25,inactive,2021-08-04,67639.7,frank.davis@example.com,,5.0,True,sales,nevada
emp1201,charlie,garcia,35,pending,2020-10-16,114172.25,charlie.garcia@example.com,,4.0,True,cloud tech,illinois
emp1202,grace,davis,30,active,2021-09-26,89124.54,grace.davis@example.com,,5.0,True,sales,nevada
emp1203,frank,smith,30,pending,2023-11-04,113871.36,frank.smith@example.com,,3.0,False,devops,nevada
emp1204,grace,brown,32,inactive,2021-09-24,62618.4,grace.brown@example.com,,5.0,False,hr,texas
emp1205,heidi,jones,30,active,2020-06-07,70705.45,heidi.jones@example.com,,4.0,False,admin,new york
emp1206,alice,garcia,35,pending,2022-02-10,60797.69,alice.garcia@example.com,,3.0,True,sales,new york
emp1207,charlie,brown,40,inactive,2023-10-17,100371.0,charlie.brown@example.com,,4.0,True,cloud tech,florida
emp1208,eva,miller,40,active,2021-09-25,117591.76,eva.miller@example.com,,4.0,False,admin,illinois
emp1209,david,jones,35,inactive,2022-08-03,103860.7,david.jones@example.com,,3.0,True,devops,illinois
emp1210,grace,davis,30,active,2024-11-22,67500.22,grace.davis@example.com,,3.0,True,admin,illinois
emp1211,frank,davis,32,pending,2024-10-09,58727.44,frank.davis@example.com,,4.0,True,cloud tech,nevada
emp1212,charlie,jones,35,active,2024-08-28,80623.08,charlie.jones@example.com,,5.0,True,finance,illinois
emp1213,david,davis,40,inactive,2020-04-19,77751.78,david.davis@example.com,,5.0,False,hr,texas
emp1214,grace,williams,25,active,2021-10-14,115157.81,grace.williams@example.com,,4.0,False,hr,new york
emp1215,frank,jones,30,inactive,2024-08-26,83071.85,frank.jones@example.com,,4.0,False,admin,texas
emp1216,heidi,brown,40,active,2020-02-08,67914.67,heidi.brown@example.com,,5.0,True,sales,texas
emp1217,grace,jones,25,inactive,2020-09-06,53342.46,grace.jones@example.com,,4.0,False,hr,new york
emp1218,heidi,garcia,25,pending,2023-01-02,51150.47,heidi.garcia@example.com,,5.0,False,cloud tech,florida
emp1219,david,davis,30,active,2023-06-13,74697.12,david.davis@example.com,,3.0,True,hr,texas
emp1220,charlie,williams,25,active,2022-12-13,88085.74,charlie.williams@example.com,,5.0,True,sales,california
emp1221,alice,williams,40,pending,2022-03-03,118672.76,alice.williams@example.com,,4.0,False,finance,texas
emp1222,alice,miller,35,active,2024-02-10,95997.31,alice.miller@example.com,,3.0,False,cloud tech,california
emp1223,frank,brown,30,pending,2021-11-24,106945.62,frank.brown@example.com,,3.0,False,cloud tech,california
emp1224,heidi,johnson,40,active,2020-05-09,100123.15,heidi.johnson@example.com,,3.0,False,devops,new york
emp1225,alice,johnson,35,active,2024-12-19,52933.42,alice.johnson@example.com,,4.0,True,admin,texas
emp1226,grace,jones,32,active,2024-03-22,95283.03,grace.jones@example.com,,4.0,False,finance,california
emp1227,alice,miller,35,inactive,2022-06-13,112264.06,alice.miller@example.com,,4.0,False,hr,texas
emp1228,grace,smith,35,pending,2022-10-15,75714.28,grace.smith@example.com,,4.0,True,admin,florida
emp1229,eva,jones,25,active,2022-05-31,92171.73,eva.jones@example.com,,4.0,False,devops,florida
emp1230,eva,miller,35,inactive,2023-09-15,70694.8,eva.miller@example.com,,3.0,True,cloud tech,texas
emp1231,grace,brown,30,inactive,2022-07-04,52964.86,grace.brown@example.com,,4.0,True,devops,florida
emp1232,frank,brown,32,pending,2024-06-08,116353.31,frank.brown@example.com,,4.0,True,finance,california
emp1233,grace,brown,35,pending,2020-11-23,116695.26,grace.brown@example.com,,4.0,False,sales,nevada
emp1234,heidi,brown,25,active,2024-05-13,95161.4,heidi.brown@example.com,,5.0,False,admin,texas
emp1235,alice,brown,32,inactive,2022-01-29,76040.94,alice.brown@example.com,,4.0,True,admin,nevada
emp1236,charlie,miller,32,inactive,2023-08-23,69508.28,charlie.miller@example.com,,4.0,False,hr,texas
emp1237,alice,miller,30,inactive,2023-02-24,58243.27,alice.miller@example.com,,3.0,False,finance,illinois
emp1238,heidi,williams,30,pending,2022-10-02,64012.48,heidi.williams@example.com,,4.0,True,sales,california
emp1239,bob,garcia,40,inactive,2020-06-28,106735.93,bob.garcia@example.com,,3.0,True,admin,nevada
emp1240,frank,johnson,35,pending,2023-01-15,70325.36,frank.johnson@example.com,,3.0,False,devops,texas
emp1241,charlie,davis,30,active,2020-09-05,118959.28,charlie.davis@example.com,,3.0,True,hr,illinois
emp1242,david,brown,40,pending,2023-03-18,75823.78,david.brown@example.com,,3.0,False,cloud tech,california
emp1243,charlie,smith,32,inactive,2022-03-26,119971.65,charlie.smith@example.com,,3.0,False,cloud tech,texas
emp1244,grace,davis,40,active,2021-10-11,94963.7,grace.davis@example.com,,4.0,False,sales,texas
emp1245,frank,miller,30,pending,2021-01-07,103744.71,frank.miller@example.com,,3.0,False,sales,nevada
emp1246,alice,smith,25,inactive,2020-12-03,61337.69,alice.smith@example.com,,3.0,True,sales,new york
emp1247,david,smith,35,active,2021-05-28,63741.13,david.smith@example.com,,4.0,True,sales,california
emp1248,eva,smith,30,pending,2022-12-28,56539.99,eva.smith@example.com,,5.0,True,devops,california
emp1249,charlie,williams,30,pending,2023-05-24,73633.37,charlie.williams@example.com,,4.0,True,devops,illinois
emp1250,alice,miller,25,pending,2024-04-28,90373.99,alice.miller@example.com,,4.0,False,cloud tech,texas
emp1251,grace,smith,32,inactive,2024-12-25,93901.48,grace.smith@example.com,,4.0,False,devops,texas
emp1252,eva,brown,40,inactive,2021-09-01,81748.09,eva.brown@example.com,,3.0,True,admin,nevada
emp1253,charlie,jones,40,inactive,2021-02-21,73813.48,charlie.jones@example.com,,3.0,False,finance,florida
emp1254,frank,smith,35,inactive,2022-11-20,89315.59,frank.smith@example.com,,3.0,False,finance,new york
emp1255,heidi,williams,25,active,2020-10-15,56776.82,heidi.williams@example.com,,4.0,False,hr,texas
emp1256,grace,davis,32,active,2024-07-24,72920.51,grace.davis@example.com,,5.0,True,finance,new york
emp1257,frank,miller,30,pending,2022-08-14,84913.18,frank.miller@example.com,,3.0,True,admin,florida
emp1258,alice,garcia,25,inactive,2021-05-08,65060.11,alice.garcia@example.com,,5.0,True,finance,illinois
emp1259,alice,williams,35,pending,2023-10-09,82941.08,alice.williams@example.com,,4.0,False,finance,illinois
emp1260,bob,smith,40,pending,2022-01-19,103469.97,bob.smith@example.com,,4.0,True,admin,california
emp1261,grace,miller,25,active,2022-01-12,88725.6,grace.miller@example.com,,3.0,True,sales,illinois
emp1262,heidi,jones,32,pending,2023-06-05,58316.77,heidi.jones@example.com,,5.0,True,hr,illinois
emp1263,grace,smith,35,inactive,2024-03-26,60098.72,grace.smith@example.com,,5.0,True,hr,illinois
emp1264,grace,williams,32,active,2020-10-07,99951.43,grace.williams@example.com,,3.0,True,cloud tech,texas
